team,inning,half,outs,batter,action,first,second,third,runs_scored,home_score,visitor_score
Cal-Poly,8,bottom,1,"Cope,D.",singled,1,0,1,1,8,8
Cal-Poly,8,bottom,2,"Richards,J.",struck out swinging,1,0,1,0,8,8
Cal-Poly,8,bottom,3,Samuelson,flied out,1,0,1,0,8,8
Cal-St.-Fullerton,9,top,0,Cabrera,singled,1,0,0,0,8,8
Cal-St.-Fullerton,9,top,2,Cano,grounded into double play 3b,1,0,0,0,8,8
Cal-St.-Fullerton,9,top,2,Cabrera,,1,0,0,0,8,8
Cal-St.-Fullerton,9,top,2,Cano,,1,0,0,0,8,8
Cal-St.-Fullerton,9,top,2,Loucks,,1,0,0,0,8,8
Cal-St.-Fullerton,9,top,2,"Curtis,A.",singled,0,0,0,0,8,8
Cal-St.-Fullerton,9,top,2,"Borgogno,B.",singled,1,0,1,0,8,8
Cal-St.-Fullerton,9,top,3,"LoForte,H.",flied out,1,0,1,1,8,9
Cal-Poly,9,bottom,0,"Berryhill,M",singled,1,1,0,0,8,9
Cal-Poly,9,bottom,1,Valenzuela,reached on a fielder's choice,0,1,0,0,8,9
Cal-Poly,9,bottom,2,"Hernandez,J",grounded out,0,1,0,0,8,9
Cal-Poly,9,bottom,2,"Brandow,J.",,0,1,0,0,8,9
Cal-Poly,9,bottom,2,"Richards,J.",,0,1,0,0,8,9
Cal-Poly,9,bottom,3,Wagenseller,flied out,0,1,0,0,8,9
Cal-St.-Fullerton,10,top,1,Loucks,struck out swinging,0,0,0,0,8,9
Cal-St.-Fullerton,10,top,2,Kuzma,flied out,0,0,0,0,8,9
Cal-St.-Fullerton,1,top,1,"LoForte,H.",grounded out,0,0,0,0,0,0
Cal-St.-Fullerton,1,top,1,"Berryhill,M",singled,1,0,0,0,0,0
Cal-St.-Fullerton,1,top,2,Valenzuela,flied out,1,0,0,0,0,0
Cal-St.-Fullerton,1,top,3,"Garcia,I.",popped up,1,0,0,0,0,0
Cal-Poly,1,bottom,1,Gurnik,grounded out,0,0,0,0,0,0
Cal-Poly,1,bottom,1,Greene,singled,1,0,0,0,0,0
Cal-Poly,1,bottom,1,Beesley,singled,1,0,1,0,0,0
Cal-Poly,1,bottom,2,Samuelson,reached on a fielder's choice,0,1,0,0,0,0
Cal-Poly,1,bottom,3,Taylor,struck out swinging,0,1,0,0,0,0
Cal-St.-Fullerton,2,top,1,Guangorena,flied out,0,0,0,0,0,0
Cal-St.-Fullerton,2,top,1,"Cope,D.",singled,1,0,0,0,0,0
Cal-St.-Fullerton,2,top,2,"Richards,J.",reached on a fielder's choice,1,0,0,0,0,0
Cal-St.-Fullerton,2,top,2,"Curtis,A.",singled,1,0,1,0,0,0
Cal-St.-Fullerton,2,top,2,"Curtis,A.",stole,1,1,1,0,0,0
Cal-St.-Fullerton,2,top,3,"Borgogno,B.",out at first 1b,1,1,1,0,0,0
Cal-Poly,2,bottom,0,Sands,singled,1,0,0,0,0,0
Cal-Poly,2,bottom,0,DiCarlo,singled,1,1,0,0,0,0
Cal-Poly,2,bottom,1,Emmerson,grounded out,0,1,1,0,0,0
Cal-Poly,2,bottom,1,Doherty,singled,1,0,1,1,1,0
Cal-Poly,2,bottom,2,Gurnik,flied out,0,1,0,1,2,0
Cal-Poly,2,bottom,3,Greene,flied out,0,1,0,0,2,0
Cal-St.-Fullerton,3,top,0,"LoForte,H.",singled,1,0,0,0,2,0
Cal-St.-Fullerton,3,top,0,"Berryhill,M",singled,1,1,0,0,2,0
Cal-St.-Fullerton,3,top,2,Valenzuela,grounded into double play 2b,0,0,1,0,2,0
Cal-St.-Fullerton,3,top,3,"Garcia,I.",grounded out,0,0,1,0,2,0
Cal-Poly,3,bottom,0,Beesley,doubled,0,1,0,0,2,0
Cal-Poly,3,bottom,0,Samuelson,ss,0,0,0,1,3,0
Cal-Poly,3,bottom,1,Taylor,grounded out,0,0,1,0,3,0
Cal-Poly,3,bottom,1,Sands,3b,0,0,0,1,4,0
Cal-Poly,3,bottom,2,DiCarlo,struck out looking,0,0,0,0,4,0
Cal-Poly,3,bottom,3,Emmerson,singled,1,0,0,0,4,0
Cal-St.-Fullerton,4,top,1,Guangorena,grounded out,0,0,0,0,4,0
Cal-St.-Fullerton,4,top,1,"Cope,D.",walked,1,0,0,0,4,0
Cal-St.-Fullerton,4,top,2,"Richards,J.",reached on a fielder's choice,1,0,0,0,4,0
Cal-St.-Fullerton,4,top,3,"Richards,J.",out at second c,1,0,0,0,4,0
Cal-Poly,4,bottom,1,Doherty,flied out,0,0,0,0,4,0
Cal-Poly,4,bottom,2,Gurnik,struck out looking,0,0,0,0,4,0
Cal-Poly,4,bottom,2,Greene,walked,1,0,0,0,4,0
Cal-Poly,4,bottom,2,Beesley,doubled,1,1,0,1,5,0
Cal-Poly,4,bottom,3,Samuelson,struck out swinging,1,1,0,0,5,0
Cal-St.-Fullerton,5,top,1,"Curtis,A.",struck out swinging,0,0,0,0,5,0
Cal-St.-Fullerton,5,top,2,"Borgogno,B.",struck out looking,0,0,0,0,5,0
Cal-St.-Fullerton,5,top,3,"LoForte,H.",grounded out,0,0,0,0,5,0
Cal-Poly,5,bottom,1,Taylor,grounded out,0,0,0,0,5,0
Cal-Poly,5,bottom,2,Sands,struck out looking,0,0,0,0,5,0
Cal-Poly,5,bottom,3,DiCarlo,struck out looking,0,0,0,0,5,0
Cal-St.-Fullerton,6,top,0,"Berryhill,M",walked,1,0,0,0,5,0
Cal-St.-Fullerton,6,top,1,Valenzuela,grounded out,0,1,0,0,5,0
Cal-St.-Fullerton,6,top,2,"Garcia,I.",grounded out,0,0,1,0,5,0
Cal-St.-Fullerton,6,top,3,Guangorena,flied out,0,0,1,0,5,0
Cal-Poly,6,bottom,1,Emmerson,grounded out,0,0,0,0,5,0
Cal-Poly,6,bottom,2,Doherty,struck out swinging,0,0,0,0,5,0
Cal-Poly,6,bottom,3,Gurnik,grounded out,0,0,0,0,5,0
Cal-St.-Fullerton,7,top,1,"Cope,D.",struck out looking,0,0,0,0,5,0
Cal-St.-Fullerton,7,top,2,"Richards,J.",flied out,0,0,0,0,5,0
Cal-St.-Fullerton,7,top,3,"Curtis,A.",struck out looking,0,0,0,0,5,0
Cal-Poly,7,bottom,1,Greene,grounded out,0,0,0,0,5,0
Cal-Poly,7,bottom,2,Beesley,grounded out,0,0,0,0,5,0
Cal-Poly,7,bottom,3,Samuelson,grounded out,0,0,0,0,5,0
Cal-St.-Fullerton,8,top,0,Cabrera,,0,0,0,0,5,0
Cal-St.-Fullerton,8,top,0,Taylor,,0,0,0,0,5,0
Cal-St.-Fullerton,8,top,1,"Borgogno,B.",fouled out,0,0,0,0,5,0
Cal-St.-Fullerton,8,top,1,"LoForte,H.",walked,1,0,0,0,5,0
Cal-St.-Fullerton,8,top,1,"Berryhill,M",tripled,1,0,1,1,5,1
Cal-St.-Fullerton,8,top,2,Valenzuela,grounded out,1,0,1,1,5,2
Cal-St.-Fullerton,8,top,3,"Garcia,I.",grounded out,1,0,1,0,5,2
Cal-Poly,8,bottom,1,Taylor,struck out swinging,0,0,0,0,5,2
Cal-Poly,8,bottom,3,Sands,swinging,0,0,0,0,5,2
Cal-St.-Fullerton,9,top,1,DiCarlo,flied out,0,0,0,0,5,2
Cal-St.-Fullerton,9,top,2,Guangorena,grounded out,0,0,0,0,5,2
Cal-St.-Fullerton,9,top,2,"Cope,D.",tripled,0,0,1,0,5,2
Cal-St.-Fullerton,9,top,3,"Richards,J.",grounded out,0,0,1,1,5,3
Cal-Poly,9,bottom,2,"Hernandez,J",swinging,0,0,0,0,5,3
Cal-St.-Fullerton,1,top,0,"LoForte,H.",walked,1,0,0,0,0,0
Cal-St.-Fullerton,1,top,0,"Berryhill,M",singled,1,0,1,0,0,0
Cal-St.-Fullerton,1,top,1,Valenzuela,singled,0,0,0,1,0,1
Cal-St.-Fullerton,1,top,2,"Garcia,I.",grounded out,0,0,0,0,0,1
Cal-St.-Fullerton,1,top,3,"Cope,D.",struck out swinging,0,0,0,0,0,1
Cal-Poly,1,bottom,1,Gurnik,grounded out,0,0,0,0,0,1
Cal-Poly,1,bottom,1,Greene,singled,1,0,0,0,0,1
Cal-Poly,1,bottom,2,Beesley,reached on a fielder's choice,1,0,0,0,0,1
Cal-Poly,1,bottom,2,Beesley,stole,1,1,0,0,0,1
Cal-Poly,1,bottom,3,Samuelson,grounded out,1,1,0,0,0,1
Cal-St.-Fullerton,2,top,1,Guangorena,out at first 1b,0,0,0,0,0,1
Cal-St.-Fullerton,2,top,2,"Richards,J.",fouled out,0,0,0,0,0,1
Cal-St.-Fullerton,2,top,3,"Pavletich,J",flied out,0,0,0,0,0,1
Cal-Poly,2,bottom,1,Taylor,flied out,0,0,0,0,0,1
Cal-Poly,2,bottom,2,Sands,lined out,0,0,0,0,0,1
Cal-Poly,2,bottom,2,Kuzma,walked,1,0,0,0,0,1
Cal-Poly,2,bottom,2,Kuzma,advanced on wild pitch,0,1,0,0,0,1
Cal-Poly,2,bottom,2,Emmerson,singled,1,1,0,1,1,1
Cal-Poly,2,bottom,2,Doherty,hit by pitch,1,1,0,0,1,1
Cal-Poly,2,bottom,3,Gurnik,grounded out,1,1,0,0,1,1
Cal-St.-Fullerton,3,top,0,"Borgogno,B.",homered,0,0,0,1,1,2
Cal-St.-Fullerton,3,top,1,"LoForte,H.",flied out,0,0,0,0,1,2
Cal-St.-Fullerton,3,top,1,"Berryhill,M",walked,1,0,0,0,1,2
Cal-St.-Fullerton,3,top,1,Valenzuela,doubled,0,1,1,0,1,2
Cal-St.-Fullerton,3,top,2,"Garcia,I.",struck out looking,0,1,1,0,1,2
Cal-St.-Fullerton,3,top,2,"Cope,D.",reached on a throwing error by ss,0,0,1,1,1,3
Cal-St.-Fullerton,3,top,2,"Cope,D.",advanced on wild pitch,0,1,0,0,1,3
Cal-St.-Fullerton,3,top,2,Guangorena,walked,1,1,0,0,1,3
Cal-St.-Fullerton,3,top,2,"Richards,J.",singled,1,1,0,2,1,5
Cal-St.-Fullerton,3,top,4,"Pavletich,J",swinging,1,1,0,0,1,5
Cal-Poly,3,bottom,1,Greene,grounded out,0,0,0,0,1,5
Cal-Poly,3,bottom,2,Beesley,flied out,0,0,0,0,1,5
Cal-Poly,3,bottom,3,Samuelson,struck out looking,0,0,0,0,1,5
Cal-St.-Fullerton,4,top,1,"Borgogno,B.",struck out looking,0,0,0,0,1,5
Cal-St.-Fullerton,4,top,2,"LoForte,H.",struck out swinging,0,0,0,0,1,5
Cal-St.-Fullerton,4,top,2,"Berryhill,M",walked,1,0,0,0,1,5
Cal-St.-Fullerton,4,top,2,"Berryhill,M",stole,1,1,0,0,1,5
Cal-St.-Fullerton,4,top,2,Valenzuela,walked,1,1,0,0,1,5
Cal-St.-Fullerton,4,top,3,"Garcia,I.",flied out,1,1,0,0,1,5
Cal-Poly,4,bottom,0,Taylor,doubled,0,1,0,0,1,5
Cal-Poly,4,bottom,0,Sands,singled,1,0,1,0,1,5
Cal-Poly,4,bottom,0,Sands,advanced on wild pitch,0,1,0,0,1,5
Cal-Poly,4,bottom,0,Sands,advanced on wild pitch,0,0,1,1,2,5
Cal-Poly,4,bottom,1,Kuzma,popped up,0,0,1,0,2,5
Cal-Poly,4,bottom,1,Emmerson,singled,1,0,1,1,3,5
Cal-Poly,4,bottom,2,Doherty,grounded out,0,1,0,0,3,5
Cal-Poly,4,bottom,2,Emmerson,advanced on wild pitch,0,0,1,0,3,5
Cal-Poly,4,bottom,2,Gurnik,hit by pitch,1,0,1,0,3,5
Cal-Poly,4,bottom,3,Greene,grounded out,1,0,1,0,3,5
Cal-St.-Fullerton,5,top,1,"Cope,D.",flied out,0,0,0,0,3,5
Cal-St.-Fullerton,5,top,2,Guangorena,lined out,0,0,0,0,3,5
Cal-St.-Fullerton,5,top,2,"Richards,J.",singled,1,0,0,0,3,5
Cal-St.-Fullerton,5,top,2,"Pavletich,J",homered,1,0,0,2,3,7
Cal-St.-Fullerton,5,top,2,"Borgogno,B.",homered,1,0,0,1,3,8
Cal-St.-Fullerton,5,top,2,"LoForte,H.",walked,1,0,0,0,3,8
Cal-St.-Fullerton,5,top,2,"Berryhill,M",walked,1,1,0,0,3,8
Cal-St.-Fullerton,5,top,2,Valenzuela,walked,1,1,1,0,3,8
Cal-St.-Fullerton,5,top,3,"Garcia,I.",lined out,1,1,1,0,3,8
Cal-Poly,5,bottom,1,Beesley,flied out,0,0,0,0,3,8
Cal-Poly,5,bottom,1,Samuelson,walked,1,0,0,0,3,8
Cal-Poly,5,bottom,2,Taylor,struck out swinging,1,0,0,0,3,8
Cal-Poly,5,bottom,2,Sands,walked,1,1,0,0,3,8
Cal-Poly,5,bottom,2,Kuzma,singled,1,1,0,1,4,8
Cal-Poly,5,bottom,3,Emmerson,flied out,1,1,0,0,4,8
Cal-St.-Fullerton,6,top,0,"Cope,D.",singled,1,0,0,0,4,8
Cal-St.-Fullerton,6,top,0,Guangorena,singled,1,1,0,0,4,8
Cal-St.-Fullerton,6,top,0,"Richards,J.",singled,1,1,1,0,4,8
Cal-St.-Fullerton,6,top,0,"Pavletich,J",singled,1,1,1,1,4,9
Cal-St.-Fullerton,6,top,1,"Borgogno,B.",reached on a fielder's choice,0,1,1,0,4,9
Cal-St.-Fullerton,6,top,2,"LoForte,H.",struck out swinging,0,1,1,0,4,9
Cal-St.-Fullerton,6,top,2,"Berryhill,M",singled,1,1,1,1,4,10
Cal-St.-Fullerton,6,top,2,Valenzuela,singled,1,0,1,2,4,12
Cal-St.-Fullerton,6,top,2,"Garcia,I.",singled,1,0,0,1,4,13
Cal-St.-Fullerton,6,top,2,"Cope,D.",2b,0,0,1,1,4,14
Cal-St.-Fullerton,6,top,3,Guangorena,struck out swinging,0,0,1,0,4,14
Cal-Poly,6,bottom,0,"Brandow,J.",,0,0,0,0,4,14
Cal-Poly,6,bottom,0,Doherty,reached on a throwing error by ss,0,0,0,0,4,14
Cal-Poly,6,bottom,1,Cano,struck out looking,0,0,0,0,4,14
Cal-Poly,6,bottom,1,Greene,doubled,0,1,1,0,4,14
Cal-Poly,6,bottom,2,Beesley,flied out,0,1,1,1,5,14
Cal-Poly,6,bottom,2,Samuelson,singled,1,1,1,1,6,14
Cal-Poly,6,bottom,3,Cabrera,reached on a fielder's choice,1,1,1,0,6,14
Cal-St.-Fullerton,7,top,0,Cano,,0,0,0,0,6,14
Cal-St.-Fullerton,7,top,0,Cabrera,,0,0,0,0,6,14
Cal-St.-Fullerton,7,top,0,"Brandow,J.",singled,1,0,0,0,6,14
Cal-St.-Fullerton,7,top,0,"Pavletich,J",doubled,0,1,1,0,6,14
Cal-St.-Fullerton,7,top,1,"Borgogno,B.",flied out,0,0,1,1,6,15
Cal-St.-Fullerton,7,top,2,"LoForte,H.",flied out,0,0,1,0,6,15
Cal-St.-Fullerton,7,top,2,"Berryhill,M",singled,1,0,1,1,6,16
Cal-St.-Fullerton,7,top,3,Valenzuela,struck out swinging,1,0,1,0,6,16
Cal-Poly,7,bottom,0,"Curtis,A.",,0,0,0,0,6,16
Cal-Poly,7,bottom,0,"Hernandez,J",,0,0,0,0,6,16
Cal-Poly,7,bottom,0,"Weller,Z.",,0,0,0,0,6,16
Cal-Poly,7,bottom,0,"Borgogno,B.",,0,0,0,0,6,16
Cal-Poly,7,bottom,0,Sands,singled,1,0,0,0,6,16
Cal-Poly,7,bottom,1,Kuzma,flied out,1,0,0,0,6,16
Cal-Poly,7,bottom,2,Loucks,flied out,1,0,0,0,6,16
Cal-Poly,7,bottom,3,Doherty,flied out,1,0,0,0,6,16
Cal-St.-Fullerton,8,top,0,Wagenseller,,0,0,0,0,6,16
Cal-St.-Fullerton,8,top,0,Loucks,,0,0,0,0,6,16
Cal-St.-Fullerton,8,top,1,"Garcia,I.",flied out,0,0,0,0,6,16
Cal-St.-Fullerton,8,top,2,"Lew,Z.",grounded out,0,0,0,0,6,16
Cal-St.-Fullerton,8,top,2,Guangorena,singled,1,0,0,0,6,16
Cal-St.-Fullerton,8,top,3,"Brandow,J.",flied out,1,0,0,0,6,16
Cal-Poly,8,bottom,0,Cano,singled,1,0,0,0,6,16
Cal-Poly,8,bottom,1,Wagenseller,flied out,1,0,0,0,6,16
Cal-Poly,8,bottom,1,Beesley,doubled,0,1,1,0,6,16
Cal-Poly,8,bottom,2,Samuelson,flied out,0,1,1,0,6,16
Cal-Poly,8,bottom,3,Cabrera,flied out,0,1,1,0,6,16
Cal-St.-Fullerton,9,top,1,"Curtis,A.",lined out,0,0,0,0,6,16
Cal-St.-Fullerton,9,top,2,"Borgogno,B.",flied out,0,0,0,0,6,16
Cal-St.-Fullerton,9,top,3,"LoForte,H.",grounded out,0,0,0,0,6,16
Cal-Poly,9,bottom,1,Sands,struck out swinging,0,0,0,0,6,16
Cal-Poly,9,bottom,2,Kuzma,fouled out,0,0,0,0,6,16
Cal-Poly,9,bottom,3,Mackay,struck out swinging,0,0,0,0,6,16
Fresno-St.,1,top,1,"ASHFORD,Z.",grounded out,0,0,0,0,0,0
Fresno-St.,1,top,1,"BINS,C.",singled,1,0,0,0,0,0
Fresno-St.,1,top,2,"ARRUDA,JT",flied out,1,0,0,0,0,0
Fresno-St.,1,top,2,"TATUM,M.",singled,0,0,1,0,0,0
Fresno-St.,1,top,3,"DEMPSEY,N.",struck out swinging,0,0,1,0,0,0
Cal-Poly,1,bottom,0,Gurnik,homered,0,0,0,1,1,0
Cal-Poly,1,bottom,0,Greene,singled,1,0,0,0,1,0
Cal-Poly,1,bottom,0,Beesley,doubled,1,1,0,1,2,0
Cal-Poly,1,bottom,0,Samuelson,singled,1,1,0,1,3,0
Cal-Poly,1,bottom,1,Taylor,struck out looking,1,1,0,0,3,0
Cal-Poly,1,bottom,2,Sands,struck out swinging,1,1,0,0,3,0
Cal-Poly,1,bottom,3,Kuzma,singled,1,0,1,0,3,0
Fresno-St.,2,top,0,"NOGALES,E.",doubled,0,1,0,0,3,0
Fresno-St.,2,top,1,"THIMJON,N.",flied out,0,1,0,0,3,0
Fresno-St.,2,top,1,"TOMCZAK,M.",walked,1,1,0,0,3,0
Fresno-St.,2,top,2,"PRESNO,Z.",struck out swinging,1,1,0,0,3,0
Fresno-St.,2,top,3,"ASHFORD,Z.",lined out,1,1,0,0,3,0
Cal-Poly,2,bottom,0,"HILL,J.",,0,0,0,0,3,0
Cal-Poly,2,bottom,0,Emmerson,singled,1,0,0,0,3,0
Cal-Poly,2,bottom,0,Doherty,singled,1,1,0,0,3,0
Cal-Poly,2,bottom,1,Gurnik,out at first 3b,0,1,1,0,3,0
Cal-Poly,2,bottom,2,Greene,lined out,0,0,1,1,4,0
Cal-Poly,2,bottom,3,Beesley,flied out,0,0,1,0,4,0
Fresno-St.,3,top,0,"BINS,C.",hit by pitch,1,0,0,0,4,0
Fresno-St.,3,top,0,"ARRUDA,JT",singled,1,1,0,0,4,0
Fresno-St.,3,top,0,"ARRUDA,JT",advanced on wild pitch,0,1,1,0,4,0
Fresno-St.,3,top,1,"TATUM,M.",struck out swinging,0,1,1,0,4,0
Fresno-St.,3,top,1,"DEMPSEY,N.",singled,1,1,1,1,4,1
Fresno-St.,3,top,1,"NOGALES,E.",doubled,1,1,1,2,4,3
Fresno-St.,3,top,1,"NOGALES,E.",advanced on wild pitch,0,0,1,0,4,3
Fresno-St.,3,top,1,"NOGALES,E.",scored on a wild pitch.,0,0,1,1,4,4
Fresno-St.,3,top,1,"THIMJON,N.",walked,1,0,1,0,4,4
Fresno-St.,3,top,1,"TOMCZAK,M.",singled,1,0,1,0,4,4
Fresno-St.,3,top,2,"PRESNO,Z.",struck out looking,1,0,1,0,4,4
Fresno-St.,3,top,2,"ASHFORD,Z.",walked,1,1,0,0,4,4
Fresno-St.,3,top,2,"BINS,C.",pitch,1,1,1,1,4,5
Fresno-St.,3,top,2,"ARRUDA,JT",walked,1,1,1,1,4,6
Fresno-St.,3,top,2,"TATUM,M.",singled,1,1,0,2,4,8
Fresno-St.,3,top,2,"DEMPSEY,N.",doubled,1,1,0,2,4,10
Fresno-St.,3,top,3,"NOGALES,E.",out at first 1b,1,1,0,0,4,10
Cal-Poly,3,bottom,0,Samuelson,singled,1,0,0,0,4,10
Cal-Poly,3,bottom,2,Taylor,grounded into double play 2b,1,0,0,0,4,10
Cal-Poly,3,bottom,4,Sands,swinging,1,0,0,0,4,10
Fresno-St.,4,top,2,"THIMJON,N.",swinging,0,0,0,0,4,10
Fresno-St.,4,top,3,"TOMCZAK,M.",out at first 1b,0,0,0,0,4,10
Cal-Poly,4,bottom,1,"PRESNO,Z.",struck out swinging,0,0,0,0,4,10
Cal-Poly,4,bottom,1,Kuzma,walked,1,0,0,0,4,10
Cal-Poly,4,bottom,1,Emmerson,walked,1,1,0,0,4,10
Cal-Poly,4,bottom,1,Doherty,singled,1,1,1,0,4,10
Cal-Poly,4,bottom,3,Gurnik,reached on a fielder's choice,0,0,0,1,5,10
Fresno-St.,5,top,1,Greene,grounded out,0,0,0,0,5,10
Fresno-St.,5,top,2,"ASHFORD,Z.",grounded out,0,0,0,0,5,10
Fresno-St.,5,top,2,"BINS,C.",singled,1,0,0,0,5,10
Fresno-St.,5,top,3,"ARRUDA,JT",struck out swinging,1,0,0,0,5,10
Cal-Poly,5,bottom,0,"TATUM,M.",doubled,0,1,0,1,6,10
Cal-Poly,5,bottom,0,"DEMPSEY,N.",singled,1,1,0,1,7,10
Cal-Poly,5,bottom,1,"NOGALES,E.",reached on a fielder's choice,1,1,0,0,7,10
Cal-Poly,5,bottom,2,Beesley,flied out,1,1,0,0,7,10
Cal-Poly,5,bottom,3,Samuelson,flied out,1,1,0,0,7,10
Fresno-St.,6,top,1,Cabrera,fouled out,0,0,0,0,7,10
Fresno-St.,6,top,1,Cabrera,,0,0,0,0,7,10
Fresno-St.,6,top,2,"THIMJON,N.",grounded out,0,0,0,0,7,10
Fresno-St.,6,top,2,"TOMCZAK,M.",walked,1,0,0,0,7,10
Fresno-St.,6,top,2,"TOMCZAK,M.",advanced on wild pitch,0,1,0,0,7,10
Fresno-St.,6,top,2,"PRESNO,Z.",walked,1,1,0,0,7,10
Fresno-St.,6,top,2,"ASHFORD,Z.",singled,1,1,1,0,7,10
Fresno-St.,6,top,3,"BINS,C.",flied out,0,0,1,1,7,11
Cal-Poly,6,bottom,0,"ARRUDA,JT",singled,1,1,0,1,8,11
Cal-Poly,6,bottom,0,Gurnik,,1,1,0,0,8,11
Cal-Poly,6,bottom,0,Cano,,1,1,0,0,8,11
Cal-Poly,6,bottom,1,"TATUM,M.",fouled out,1,1,0,0,8,11
Cal-Poly,6,bottom,1,"TATUM,M.",,1,1,0,0,8,11
Cal-Poly,6,bottom,1,"DEMPSEY,N.",,1,1,0,0,8,11
Cal-Poly,6,bottom,1,"OTTINO,M.",,1,1,0,0,8,11
Cal-Poly,6,bottom,1,,MITCHELL,1,1,0,0,8,11
Cal-Poly,6,bottom,1,Sands,singled,1,1,0,0,8,11
Cal-Poly,6,bottom,1,Kuzma,singled,1,1,0,0,8,11
Cal-Poly,6,bottom,1,Emmerson,walked,1,1,1,0,8,11
Cal-Poly,6,bottom,2,Cano,grounded out,0,1,1,1,9,11
Cal-Poly,6,bottom,3,Gurnik,struck out looking,0,1,1,0,9,11
Fresno-St.,7,top,1,Greene,flied out,0,0,0,0,9,11
Fresno-St.,7,top,2,"DEMPSEY,N.",grounded out,0,0,0,0,9,11
Fresno-St.,7,top,2,"OTTINO,M.",tripled,0,0,1,0,9,11
Fresno-St.,7,top,3,"THIMJON,N.",flied out,0,0,1,1,9,12
Cal-Poly,7,bottom,1,"ANDREWS,EJ",flied out,0,0,0,0,9,12
Cal-Poly,7,bottom,1,"ANDREWS,EJ",,0,0,0,0,9,12
Cal-Poly,7,bottom,2,Beesley,flied out,0,0,0,0,9,12
Cal-Poly,7,bottom,3,Samuelson,grounded out,0,0,0,0,9,12
Fresno-St.,8,top,0,Cabrera,singled,1,0,0,0,9,12
Fresno-St.,8,top,0,Wagenseller,reached on a dropped fly by 3b,0,0,1,0,9,12
Fresno-St.,8,top,0,Esperanza,pinch ran for Wagenseller.,0,0,1,0,9,12
Fresno-St.,8,top,1,Kuzma,flied out,0,0,1,0,9,12
Fresno-St.,8,top,1,Loucks,,0,0,1,0,9,12
Fresno-St.,8,top,2,"PRESNO,Z.",grounded out,0,0,1,0,9,12
Fresno-St.,8,top,2,"CHASTAIN,A.",singled,1,0,1,0,9,12
Fresno-St.,8,top,2,"HIGGINS,R.",singled,1,1,0,0,9,12
Fresno-St.,8,top,2,"HIGGINS,R.",advanced on wild pitch,0,1,1,0,9,12
Fresno-St.,8,top,3,"PENA,E.",grounded out,0,0,1,1,9,13
Cal-Poly,8,bottom,1,"TATUM,M.",out at first 1b,0,0,0,0,9,13
Cal-Poly,8,bottom,1,"CHASTAIN,A.",,0,0,0,0,9,13
Cal-Poly,8,bottom,1,"PENA,E.",,0,0,0,0,9,13
Cal-Poly,8,bottom,1,"TATUM,M.",,0,0,0,0,9,13
Cal-Poly,8,bottom,1,"DEMPSEY,N.",,0,0,0,0,9,13
Cal-Poly,8,bottom,1,"OTTINO,M.",,0,0,0,0,9,13
Cal-Poly,8,bottom,1,"PRESNO,Z.",,0,0,0,0,9,13
Cal-Poly,8,bottom,2,Loucks,struck out swinging,0,0,0,0,9,13
Cal-Poly,8,bottom,3,Cano,struck out looking,0,0,0,0,9,13
Fresno-St.,9,top,1,Gurnik,flied out,0,0,0,0,9,13
Fresno-St.,9,top,2,"DEMPSEY,N.",grounded out,0,0,0,0,9,13
Fresno-St.,9,top,3,"OTTINO,M.",flied out,0,0,0,0,9,13
Cal-Poly,9,bottom,1,"THIMJON,N.",struck out swinging,0,0,0,0,9,13
Cal-Poly,9,bottom,1,Greene,singled,1,0,0,0,9,13
Cal-Poly,9,bottom,2,Beesley,struck out looking,1,0,0,0,9,13
Cal-Poly,9,bottom,3,Samuelson,flied out,1,0,0,0,9,13
Fresno-St.,10,top,0,Cabrera,singled,1,0,1,0,9,13
Fresno-St.,10,top,2,Esperanza,swinging,1,0,1,0,9,13
Cal-Poly,1,top,1,"Gurnik,Connor",popped up,0,0,0,0,0,0
Cal-Poly,1,top,1,"Greene,Elijah",walked.,1,0,0,0,0,0
Cal-Poly,1,top,1,"Beesley,Bradlee",Greene,1,1,0,0,0,0
Cal-Poly,1,top,2,"Samuelson,Tate",flied out,1,1,0,0,0,0
Cal-Poly,1,top,2,"Sands,Conagher",tripled,1,1,1,2,0,2
Cal-Poly,1,top,3,"DiCarlo,Nick",struck out swinging.,1,1,1,0,0,2
UC-Davis,1,bottom,1,"Murray,Tanner",flied out,0,0,0,0,0,2
UC-Davis,1,bottom,1,"Morrison,Cooper",hit by pitch.,1,0,0,0,0,2
UC-Davis,1,bottom,2,"Denholm,Logan",struck out swinging.,1,0,0,0,0,2
UC-Davis,1,bottom,2,"Morrison,Cooper",stole,1,1,0,0,0,2
UC-Davis,1,bottom,3,"VanBlake,Caleb",grounded out,1,1,0,0,0,2
Cal-Poly,2,top,1,"Cabrera,Cole",flied out,0,0,0,0,0,2
Cal-Poly,2,top,2,"Kuzma,Jack",flied out,0,0,0,0,0,2
Cal-Poly,2,top,3,"Emmerson,Myles",struck out swinging.,0,0,0,0,0,2
UC-Davis,2,bottom,0,"Myers,Joseph",singled,1,0,0,0,0,2
UC-Davis,2,bottom,0,"Lara,Alejandro",Myers,1,1,0,0,0,2
UC-Davis,2,bottom,1,"Smith,Jalen",popped up,1,1,0,0,0,2
UC-Davis,2,bottom,3,"Evans,Colton",grounded into double play 2b,1,1,0,0,0,2
Cal-Poly,3,top,0,"Gurnik,Connor",hit by pitch.,1,0,0,0,0,2
Cal-Poly,3,top,1,"Greene,Elijah",flied out,1,0,0,0,0,2
